station_id,station_name,stop_lon,stop_lat,geometry,NB_VALD,JOUR,nb_lignes_fer
IDFM:412687,Pernety,2.31835868317536,48.83412120037293,POINT (649964.4699978973 6859556.749999358),7619.0,2025-04-14,1
IDFM:412697,Noisy-le-Grand - Mont d'Est,2.550026754158765,48.84088525041221,POINT (666974 6860187),25244.0,2025-04-14,1
IDFM:412992,Boucicaut,2.287856446222868,48.84107325733669,POINT (647732.4999956976 6860349.499998134),8531.0,2025-04-14,1
IDFM:415852,Hôtel de Ville,2.351776579459136,48.85746999227153,POINT (652438.7499508952 6862132.249959459),31384.0,2025-04-14,2
IDFM:422067,Le Val d'Or,2.2165513289937904,48.85625374079433,POINT (642516 6862086.9607000025),2691.0,2025-04-14,1
IDFM:422420,Viroflay Rive Droite,2.1676545647835206,48.805472581494975,POINT (638868.9068000019 6856477.500000001),2670.0,2025-04-14,1
IDFM:422776,Essonnes Robinson,2.463295818844443,48.60581740091332,POINT (660430.7927000001 6834092.0458),236.0,2025-04-14,1
IDFM:424296,Gare de Villiers Neauphle Pontchartrain,1.877535784941356,48.81532337552301,POINT (617578.132600002 6857836.4487),767.0,2025-04-14,1
IDFM:424396,Ivry-sur-Seine,2.391677280020743,48.8139591342409,POINT (655329 6857271.000000001),4018.0,2025-04-14,1
IDFM:425779,Les Sablons,2.271904762259129,48.88129083793358,POINT (646603 6864832),19743.0,2025-04-14,1
IDFM:426280,Rosny Bois Perrier,2.480801849809587,48.88289421537817,POINT (661923.9877830562 6864889.289197135),8950.0,2025-04-14,2
IDFM:426280,Rosny Bois Perrier,2.480801849809587,48.88289421537817,POINT (661923.9877830562 6864889.289197135),2615.0,2025-04-14,2
IDFM:427230,Robinson,2.281364769669608,48.78023982792202,POINT (647194.5 6853590),6272.0,2025-04-14,1
IDFM:461505,Châtillon-Montrouge,2.3016565820231976,48.81073980724782,POINT (648715.5000009829 6856967.749998247),20884.0,2025-04-14,1
IDFM:462934,Ozoir-la-Ferrière,2.690116190500944,48.77076716837013,POINT (677225.2694000006 6852341.160100003),2807.0,2025-04-14,1
IDFM:463564,Bastille,2.369048487542216,48.85291940963131,POINT (653701.9485804694 6861615.9999082945),30759.0,2025-04-14,3
IDFM:463754,Sèvres Rive Gauche,2.215079572125279,48.82121360785643,POINT (642369.2867999971 6858192.000000001),1181.0,2025-04-14,1
IDFM:473829,Bir-Hakeim,2.2893485473490305,48.85390482281953,POINT (647854.8500014984 6861775.2499987),21388.0,2025-04-14,1
IDFM:474149,Château Landon,2.362031514557011,48.87844602475876,POINT (653210.0000000866 6864458.499999912),4721.0,2025-04-14,1
IDFM:474150,La Muette,2.2740962446697224,48.85809196689865,POINT (646740 6862251.000000002),8618.0,2025-04-14,1
IDFM:474152,Porte Dauphine,2.2777210335666034,48.871565955611615,POINT (647019.6500209911 6863746.749994746),6492.0,2025-04-14,1
IDFM:478505,Juvisy,2.383334629403869,48.68970940912314,POINT (654608.5 6843461.499999998),23352.0,2025-04-14,2
IDFM:478855,Étampes,2.1598724308074213,48.43710702434922,POINT (637861.6685996202 6815533.704187311),2847.0,2025-04-14,2
IDFM:478860,Villejuif - Gustave Roussy,2.349242973685248,48.79323850572557,POINT (652194.0000000007 6854991.999999915),4783.0,2025-04-14,1
IDFM:478883,Porte de Clignancourt,2.344685686142838,48.89754170634836,POINT (651955.4700013794 6866592.249998214),20604.0,2025-04-14,1
IDFM:478885,Le Peletier,2.340178509581356,48.87490559985584,POINT (651603.9999978781 6864077.99999951),7592.0,2025-04-14,1
IDFM:478926,Auber,2.3296591495793595,48.8723488407182,POINT (650830.0402000025 6863800.205700001),23377.0,2025-04-14,1
IDFM:479068,Etienne Marcel,2.3489761968791085,48.86370301202431,POINT (652239 6862826.999999998),6965.0,2025-04-14,1
IDFM:479928,Buzenval,2.401170769368413,48.85176243983227,POINT (656058 6861469),5060.0,2025-04-14,1
IDFM:482368,Havre-Caumartin,2.3275874140853463,48.87361018543076,POINT (650679.2750127339 6863941.749995971),14458.0,2025-04-14,2
IDFM:483315,Bagneux - Lucie Aubrac,2.3174789014519965,48.80353934589705,POINT (649870.4999997416 6856156.9999998035),8810.0,2025-04-14,1
IDFM:488087,Nanterre-La-Folie,2.226568794458685,48.89758132477412,POINT (643296 6866675.000000001),5010.0,2025-04-14,1
IDFM:490779,Serge Gainsbourg,2.427162415882436,48.88123055247157,POINT (657988.999999992 6864731.499999974),4739.0,2025-04-14,1
IDFM:490782,La Dhuys,2.4651362637660235,48.87804725437748,POINT (660771.5000010182 6864357.99999974),5206.0,2025-04-14,1
IDFM:490783,Coteaux Beauclair,2.4673990524359377,48.88210429294412,POINT (660940.4999991355 6864807.999999443),2803.0,2025-04-14,1
IDFM:490784,Saint-Denis - Pleyel,2.345816775967013,48.91882330708285,POINT (652057.999991232 6868957.999997429),6623.0,2025-04-14,1
IDFM:492980,Pont de l'Alma,2.3003592740110994,48.86247496310803,POINT (648671.2013000026 6862720.9558999995),7842.0,2025-04-14,1
IDFM:59403,Angerville,2.0037505377493314,48.3116056195036,POINT (626139.0004418977 6801719.499896769),198.0,2025-04-14,1
IDFM:59420,Boigneville,2.378618440416535,48.341208632507616,POINT (653956.5 6804725),41.0,2025-04-14,1
IDFM:59429,Monnerville,2.032496711110358,48.34861020605319,POINT (628320.5000422273 6805805.645470478),23.0,2025-04-14,1
IDFM:59447,Buno - Gironville,2.387254108315933,48.37149489082515,POINT (654622.5 6808086.1955),43.0,2025-04-14,1
IDFM:59450,Guillerval,2.059702980484185,48.374270890771015,POINT (630369.9999969164 6808633.272264567),18.0,2025-04-14,1
IDFM:59470,Maisse,2.393493661032251,48.39367132989446,POINT (655103.5 6810547.499999998),156.0,2025-04-14,1
IDFM:59531,Saint-Martin d'Étampes,2.145258831307165,48.42748765080825,POINT (636769.2712000012 6814476.118600002),454.0,2025-04-14,1
IDFM:59565,Boutigny,2.3767454804181263,48.43442542513416,POINT (653899.5 6815086.999999999),152.0,2025-04-14,1
IDFM:59661,La Ferté-Alais,2.352260197381972,48.4855007310595,POINT (652135 6820778.817600001),298.0,2025-04-14,1
IDFM:59678,Étréchy,2.1947692381982216,48.49387742150091,POINT (640507 6821817.000000002),815.0,2025-04-14,1
IDFM:59734,Gare de Chamarande,2.2151562718541644,48.51405318948937,POINT (642035.5 6824044.5),159.0,2025-04-14,1
IDFM:59761,Lardy,2.255014220399748,48.52062055349796,POINT (644986 6824746.000000001),421.0,2025-04-14,1
IDFM:59825,Ballancourt,2.3700930488013845,48.53101531216478,POINT (653493.0983000025 6825827.500000001),426.0,2025-04-14,1
IDFM:59830,Bouray,2.290077813743244,48.53290340283496,POINT (647587.5 6826087.500000001),1577.0,2025-04-14,1
IDFM:59836,Dourdan,2.0087424391542505,48.53374839632352,POINT (626819.0428008658 6826405.166666435),995.0,2025-04-14,2
IDFM:59842,Sermaise,2.069088468619773,48.535687624993614,POINT (631276.5 6826566.500000002),83.0,2025-04-14,1
IDFM:59843,Dourdan la Forêt,1.996005688002604,48.53542058733677,POINT (625881.1484000012 6826602.920100002),10.0,2025-04-14,1
IDFM:59882,Saint-Chéron,2.1249767315730463,48.55093774535708,POINT (635421 6828214.5),361.0,2025-04-14,1
IDFM:59940,Breuillet Village,2.170354257290333,48.56433413404574,POINT (638785.5 6829667.499999999),461.0,2025-04-14,1
IDFM:59948,Marolles-en-Hurepoix,2.290908349251896,48.56564453550255,POINT (647681.5 6829726.5),1575.0,2025-04-14,1
IDFM:59953,Le Coudray-Montceaux,2.492424499497774,48.56619819315809,POINT (662550 6829673.500000002),88.0,2025-04-14,1
IDFM:59984,Mennecy,2.4319348900260658,48.57054850948166,POINT (658090.5 6830187.500000001),1037.0,2025-04-14,1
IDFM:60006,Le Plessis Chenet,2.479522291008497,48.57358727886637,POINT (661603.4755999967 6830501.1072),36.0,2025-04-14,1
IDFM:60028,Breuillet - Bruyères-le-Châtel,2.1922487394356454,48.57760979436327,POINT (640416 6831126.5),441.0,2025-04-14,1
IDFM:60052,Égly,2.2234625238542307,48.582715781664064,POINT (642724 6831670.999999999),522.0,2025-04-14,1
IDFM:60072,Arpajon,2.2412169696111426,48.58599680822646,POINT (644037 6832023.000700001),1657.0,2025-04-14,1
IDFM:60084,Moulin Galant,2.473444919964576,48.58688228073328,POINT (661165 6831982.034699999),625.0,2025-04-14,1
IDFM:60115,La Norville - Saint-Germain-lès-Arpajon,2.266215906699314,48.59111916474817,POINT (645886 6832574.999999998),610.0,2025-04-14,1
IDFM:60124,Villabé,2.461533386360794,48.592814943454,POINT (660291 6832647.4754),145.0,2025-04-14,1
IDFM:60247,Brétigny,2.30195738288606,48.60664906621052,POINT (648537.0000000001 6834277.5),8252.0,2025-04-14,1
IDFM:60309,Corbeil-Essonnes,2.472467657639279,48.61323864277619,POINT (661112.5 6834912.5),5476.0,2025-04-14,1
IDFM:60422,Le Bras de Fer,2.4520047548737254,48.62330639719716,POINT (659611.8508000001 6836042),2690.0,2025-04-14,1
IDFM:60450,Évry - Courcouronnes,2.430032909521453,48.62588794663492,POINT (657994.5888999999 6836340.453999998),12397.0,2025-04-14,1
IDFM:60450,Évry - Courcouronnes,2.430032909521453,48.62588794663492,POINT (657994.5888999999 6836340.453999998),1477.0,2025-04-14,1
IDFM:60454,Gazeran,1.7731940019010892,48.6260300992092,POINT (609589.9999835739 6836906.999894713),459.0,2025-04-14,1
IDFM:60522,Évry - Val de Seine,2.4523091616356028,48.63439299320402,POINT (659642.8346000016 6837274.3462000005),1069.0,2025-04-14,1
IDFM:60536,Saint-Michel-sur-Orge,2.3068029676156123,48.635615525211605,POINT (648922.5 6837494.5),4659.0,2025-04-14,1
IDFM:60542,Orangis Bois de l'Épine,2.40769076622141,48.6363396147683,POINT (656356.764700003 6837514.486299998),3269.0,2025-04-14,1
IDFM:60665,Rambouillet,1.8324180995233337,48.64399537698486,POINT (613983.750962455 6838837.874379336),6320.0,2025-04-14,2
IDFM:60785,Sainte-Geneviève-des-Bois,2.3129608959702024,48.65295347339147,POINT (649393 6839418.000000001),5181.0,2025-04-14,1
IDFM:60797,Grigny Centre,2.39678605544789,48.65484195083382,POINT (655569 6839577.500000001),7468.0,2025-04-14,1
IDFM:60839,Ris-Orangis,2.414997460834355,48.659057463386254,POINT (656913.8467999995 6840036.057200002),1094.0,2025-04-14,1
IDFM:60915,Épinay-sur-Orge,2.332043500451718,48.6693475106473,POINT (650814 6841228.5),6189.0,2025-04-14,1
IDFM:60915,Épinay-sur-Orge,2.332043500451718,48.6693475106473,POINT (650814 6841228.5),684.0,2025-04-14,1
IDFM:60981,Viry-Châtillon,2.387021960013403,48.67590783936994,POINT (654868 6841924.999999998),2301.0,2025-04-14,1
IDFM:60987,Savigny-sur-Orge,2.352354180405684,48.67639468866699,POINT (652316 6841999.499999999),7694.0,2025-04-14,1
IDFM:61094,Souppes - Château-Landon,2.7358697259911766,48.18117871674994,POINT (680368.6582999974 6786790.6745),722.0,2025-04-14,1
IDFM:61145,Bagneaux-sur-Loing,2.7040329448732985,48.22938980618883,POINT (678022.5 6792157.077599998),86.0,2025-04-14,1
IDFM:61218,Nemours-Saint-Pierre,2.684998530622815,48.26866997776731,POINT (676626.4923981156 6796528.135865739),1478.0,2025-04-14,2
IDFM:61318,Bourron-Marlotte - Grez,2.6918764214147592,48.33245103346405,POINT (677164.5 6803614.999999999),162.0,2025-04-14,1
IDFM:61410,Moret - Veneux-les-Sablons,2.8007612259141674,48.37817146499898,POINT (685246.916580196 6808670.850274001),1237.0,2025-04-14,2
IDFM:61412,La Grande-Paroisse,2.896902458012003,48.37863280606578,POINT (692365.9715000018 6808708.499999999),28.0,2025-04-14,1
IDFM:61414,Montereau,2.942074717373183,48.37954602148932,POINT (695710.8999977799 6808806.5945090605),3437.0,2025-04-14,2
IDFM:61423,Saint-Mammès,2.8165069781821246,48.38264713480063,POINT (686414.0000898227 6809165.499929009),364.0,2025-04-14,2
IDFM:61450,Vernou-sur-Seine,2.842149995140084,48.38667549692297,POINT (688313.5261000023 6809609.154499999),29.0,2025-04-14,1
IDFM:61480,Thomery,2.764187149192088,48.39428183783365,POINT (682544.0618999973 6810469.000000001),190.0,2025-04-14,1
IDFM:61537,Champagne-sur-Seine,2.798915754907682,48.40726498949764,POINT (685118.4999771306 6811904.999990506),306.0,2025-04-14,2
IDFM:61579,Fontainebleau - Avon,2.7267714301455577,48.41666609873135,POINT (679783.0001052574 6812965.999978555),6417.0,2025-04-14,2
IDFM:61630,Vulaines-sur-Seine - Samoreau,2.752898337073854,48.43046104852704,POINT (681721 6814493.000000001),50.0,2025-04-14,1
IDFM:61658,Héricy,2.760750768911634,48.44272124429534,POINT (682306 6815853.999999999),44.0,2025-04-14,1
IDFM:61727,Bois-le-Roi,2.6915425677622515,48.475798273222544,POINT (677201.9999822074 6819548.499993731),1163.0,2025-04-14,2
IDFM:61763,Chartrettes,2.695269130824033,48.48701587175729,POINT (677482.2400000021 6820794.368700001),38.0,2025-04-14,1
IDFM:61767,Fontaine-le-Port,2.750465255041539,48.48734840615557,POINT (681561 6820817.018399999),45.0,2025-04-14,1
IDFM:61826,Livry-sur-Seine,2.678943943121165,48.510288065207455,POINT (676286.4327000007 6823386.0978000015),104.0,2025-04-14,1
IDFM:61850,Vosves,2.5994097381795305,48.51507609100275,POINT (670414.6909999996 6823945.1844),29.0,2025-04-14,1
IDFM:61858,Longueville,3.2500508642546726,48.513780276990325,POINT (718467.8333163001 6823755.33332663),681.0,2025-04-14,2
IDFM:61926,Melun,2.6544950536214125,48.52751467481155,POINT (674488.9999121815 6825308.666605776),17616.0,2025-04-14,3
IDFM:61943,Boissise-le-Roi,2.57179291425262,48.52985734002498,POINT (668384 6825599),134.0,2025-04-14,1
IDFM:61961,Sainte-Colombe Septveilles,3.2553403241826864,48.52915312687445,POINT (718852.9658999965 6825465.473400001),92.0,2025-04-14,1
IDFM:61976,Ponthierry - Pringy,2.5445365646399507,48.535084951085466,POINT (666374.9437000006 6826191.375199999),395.0,2025-04-14,1
IDFM:62003,Le Mée,2.6255537322060074,48.538746730738936,POINT (672358 6826566.999999999),2367.0,2025-04-14,1
IDFM:62064,Champbenoist Poigny,3.2866300417033125,48.54520762505785,POINT (721156.7436000034 6827258.085600001),199.0,2025-04-14,1
IDFM:62139,Provins,3.302334202203228,48.55553092379296,POINT (722311.5 6828410.000000001),744.0,2025-04-14,1
IDFM:62168,Nangis,3.012177957825429,48.5617195064875,POINT (700898.5986000001 6829055.320300003),1097.0,2025-04-14,1
IDFM:62172,Saint-Fargeau,2.5426100742385285,48.56502608446919,POINT (666252 6829520.576799999),78.0,2025-04-14,1
IDFM:62176,Cesson,2.5946150549367304,48.56486314053174,POINT (670089 6829481.5),1591.0,2025-04-14,1
IDFM:62290,Savigny-le-Temple - Nandy,2.583935976093432,48.59548998563483,POINT (669319 6832890.297299999),5069.0,2025-04-14,1
IDFM:62351,Mormant,2.88807855133882,48.61409277056721,POINT (691749.690200001 6834883.4015999995),588.0,2025-04-14,1
IDFM:62412,Lieusaint - Moissy,2.569507070898012,48.62833648393033,POINT (668274.9156000018 6836547.543400002),6995.0,2025-04-14,1
IDFM:62471,Verneuil-l'Étang,2.825083962015835,48.64438940351837,POINT (687113.5 6838260),822.0,2025-04-14,1
IDFM:62558,Combs-la-Ville - Quincy,2.5476998823085504,48.667819721800015,POINT (666693 6840946),6072.0,2025-04-14,1
IDFM:62596,Boussy-Saint-Antoine,2.533195809235637,48.68087387117553,POINT (665633.5243000016 6842403.516399999),4569.0,2025-04-14,1
IDFM:62804,Le Perray,1.8566531860615936,48.69336112490438,POINT (615848.5 6844299.499999999),706.0,2025-04-14,1
IDFM:62825,La Hacquinière,2.1516106103390045,48.69529954845245,POINT (637559.0042999983 6844241.2036),747.0,2025-04-14,1
IDFM:62851,Bures-sur-Yvette,2.1643461393269345,48.69621022314541,POINT (638497.3685000017 6844332.450899998),1719.0,2025-04-14,1
IDFM:62890,Gif-sur-Yvette,2.13649439862523,48.698175579920274,POINT (636450 6844572.999999999),1658.0,2025-04-14,1
IDFM:62892,Orsay Ville,2.1808087044597166,48.6975077019159,POINT (639710.436499998 6844464),4821.0,2025-04-14,1
IDFM:62951,Courcelle-sur-Yvette,2.097722386795541,48.70131367727702,POINT (633600.6682000011 6844953.7748),756.0,2025-04-14,1
IDFM:62978,Saint-Rémy-lès-Chevreuse,2.071385742904064,48.70273269647272,POINT (631664.4768999964 6845134.000000001),1835.0,2025-04-14,1
IDFM:63025,Le Guichet,2.1929739951487424,48.705497380193584,POINT (640614.8056999967 6845343.025800001),3776.0,2025-04-14,1
IDFM:63029,Lozère,2.212717641845953,48.70591241362703,POINT (642068.0578000024 6845374.500100002),1691.0,2025-04-14,1
IDFM:63044,Yerres,2.483187005163047,48.7064507273249,POINT (661970.5 6845269.999999999),5292.0,2025-04-14,1
IDFM:63067,Palaiseau - Villebon,2.237329249708309,48.7081489333421,POINT (643881.440200001 6845605.371300002),165.0,2025-04-14,1
IDFM:63071,Vigneux-sur-Seine,2.413499342148242,48.70808932141768,POINT (656844 6845488),7492.0,2025-04-14,1
IDFM:63072,Montgeron - Crosne,2.461377446437224,48.70871108366713,POINT (660367.3900000006 6845532.027100002),5000.0,2025-04-14,1
IDFM:63134,Athis-Mons,2.403668724287269,48.71266832171659,POINT (656124.5 6846002.500000002),1297.0,2025-04-14,1
IDFM:63175,Palaiseau,2.24558429554376,48.71686524330362,POINT (644498.1000000015 6846568.579599998),2502.0,2025-04-14,1
IDFM:63240,Les Essarts-le-Roi,1.889661391894688,48.72169335309528,POINT (618322.0678000003 6847414.509700001),724.0,2025-04-14,1
IDFM:63244,Massy - Palaiseau,2.2587677282577334,48.72551907437078,POINT (645477 6847521.499999999),20485.0,2025-04-14,3
IDFM:63244,Massy - Palaiseau,2.2587677282577334,48.72551907437078,POINT (645477 6847521.499999999),7617.0,2025-04-14,3
IDFM:63320,Massy - Verrières,2.273978779055319,48.7349579552114,POINT (646605.5 6848560.5),1665.0,2025-04-14,2
IDFM:63320,Massy - Verrières,2.273978779055319,48.7349579552114,POINT (646605.5 6848560.5),264.0,2025-04-14,2
IDFM:63352,Igny,2.230807643224045,48.74084886110891,POINT (643437 6849245.500000001),398.0,2025-04-14,1
IDFM:63369,Coignières,1.9214184023981653,48.74374799338111,POINT (620691.5 6849833.999999999),624.0,2025-04-14,1
IDFM:63404,Bièvres,2.2161603396773564,48.75087243760775,POINT (642371 6850370.5),383.0,2025-04-14,1
IDFM:63426,La Verrière,1.943057018064192,48.7551716132828,POINT (622299.5 6851082.500100001),7416.0,2025-04-14,2
IDFM:63454,Vauboyen,2.1925522822775045,48.75897132762851,POINT (640644.5697000027 6851288.4174),158.0,2025-04-14,1
IDFM:63523,Jouy-en-Josas,2.164447836855006,48.764760068378486,POINT (638585.5 6851953.499999999),607.0,2025-04-14,1
IDFM:63594,Petit Jouy Les Loges,2.146851969344536,48.77123768805397,POINT (637300.0051999986 6852687.510000002),134.0,2025-04-14,1
IDFM:63812,Saint-Quentin en Yvelines - Montigny-le-Bretonneux,2.044573174667644,48.78735906234353,POINT (629805.3147075672 6854565.954348283),17524.0,2025-04-14,4
IDFM:63880,Versailles Chantiers,2.1347866705359664,48.79511162724321,POINT (636442.4166681386 6855351.488567236),19386.0,2025-04-14,5
IDFM:63886,Porchefontaine,2.1522340489858127,48.79654475986442,POINT (637725.7422000021 6855496.926000002),1582.0,2025-04-14,1
IDFM:63893,Houdan,1.6021344463889766,48.79602555328117,POINT (597319.5 6856013.7902999995),1230.0,2025-04-14,1
IDFM:63923,Viroflay Rive Gauche,2.17158260741522,48.800665521455045,POINT (639151.7814000025 6855939.999999999),5237.0,2025-04-14,2
IDFM:63955,Montfort-l'Amaury - Méré,1.8158352700699207,48.802662371849536,POINT (613026.7208999991 6856495.000000001),701.0,2025-04-14,1
IDFM:63989,Montreuil,2.1528278413582385,48.805965217521,POINT (637780.5964000002 6856543.8538),3094.0,2025-04-14,1
IDFM:63999,Fontenay-le-Fleury,2.0407045118857456,48.80727344427781,POINT (629548 6856783.500000002),1787.0,2025-04-14,1
IDFM:64021,Versailles Rive Droite,2.1368871000602927,48.80949051640336,POINT (636614.1811000034 6856948.487799998),6273.0,2025-04-14,1
IDFM:64025,Garancières - La Queue,1.7645793224017483,48.810463686279576,POINT (609276 6857420.000000001),368.0,2025-04-14,1
IDFM:64145,Villepreux - Les Clayes,1.992798523459497,48.82366793006802,POINT (626053.1551000029 6858650.079699999),2532.0,2025-04-14,1
IDFM:64175,Orgerus - Béhoust,1.7030300359022217,48.82662740630846,POINT (604786 6859289.500000001),294.0,2025-04-14,1
IDFM:64194,Tacoignières - Richebourg,1.668661901995974,48.82931965425061,POINT (602268.2273000032 6859630.804900003),271.0,2025-04-14,1
IDFM:64195,Plaisir - Les Clayes,1.960091444651348,48.83083896712,POINT (623662.5 6859478.500000002),1700.0,2025-04-14,1
IDFM:64199,Plaisir - Grignon,1.943537514733802,48.831926089228816,POINT (622449 6859615.5),4604.0,2025-04-14,1
IDFM:64251,La Celle-Saint-Cloud,2.138236726142033,48.84262523059504,POINT (636753.5001000017 6860631.500100002),2108.0,2025-04-14,1
IDFM:64301,Bougival,2.132028029856739,48.85379323051655,POINT (636311.5 6861878.232500001),777.0,2025-04-14,1
IDFM:64338,Beynes,1.8755955719389823,48.860056612665424,POINT (617506.5 6862812),167.0,2025-04-14,1
IDFM:64341,Louveciennes,2.122777734478968,48.8612602848357,POINT (635642 6862715.981899998),964.0,2025-04-14,1
IDFM:64382,Saint-Nom-la-Bretèche Forêt de Marly,2.051299627156171,48.86709624082784,POINT (630406 6863425.500000001),659.0,2025-04-14,1
IDFM:64382,Saint-Nom-la-Bretèche Forêt de Marly,2.051299627156171,48.86709624082784,POINT (630406 6863425.500000001),137.0,2025-04-14,1
IDFM:64405,Marly-le-Roi,2.0965372930677657,48.87152941199376,POINT (633730 6863879.500000001),1858.0,2025-04-14,1
IDFM:64483,Chatou - Croissy,2.155937662470897,48.88519702561107,POINT (638103.1572000012 6865351),6592.0,2025-04-14,1
IDFM:64514,Le Vésinet - Centre,2.1343339900216813,48.89013759185911,POINT (636525.000500001 6865917.500100001),4298.0,2025-04-14,1
IDFM:64572,Mareil-sur-Mauldre,1.8718488171877576,48.89302020567544,POINT (617284 6866480.999999999),117.0,2025-04-14,1
IDFM:64582,Le Vésinet - Le Pecq,2.122132232303764,48.89794951079969,POINT (635640 6866796),6242.0,2025-04-14,1
IDFM:64589,Saint-Germain-en-Laye,2.095041912326374,48.898745300550765,POINT (633655 6866906.9065999985),15552.0,2025-04-14,1
IDFM:64589,Saint-Germain-en-Laye,2.095041912326374,48.898745300550765,POINT (633655 6866906.9065999985),137.0,2025-04-14,1
IDFM:64674,Maule,1.8568974216555527,48.90932809474093,POINT (616214.0916000009 6868310.0052),277.0,2025-04-14,1
IDFM:64741,Houilles - Carrières-sur-Seine,2.1851757042018707,48.92034757911033,POINT (640287.5 6869237.000000001),17640.0,2025-04-14,3
IDFM:64883,Poissy,2.040804469960689,48.93324983956547,POINT (629725.5 6870790.500000001),16617.0,2025-04-14,2
IDFM:64918,Sartrouville,2.157220038850732,48.93769529363442,POINT (638259.5 6871187.5),15922.0,2025-04-14,3
IDFM:64945,Nézel - Aulnay,1.8404153320794885,48.93882932493657,POINT (615054.2659000009 6871607.8579),92.0,2025-04-14,1
IDFM:64949,Villennes-sur-Seine,1.999557321396041,48.93983138477974,POINT (626713 6871559.827799998),785.0,2025-04-14,1
IDFM:65048,Maisons-Laffitte,2.144672265933885,48.94574060746957,POINT (637350 6872092.000000001),10486.0,2025-04-14,3
IDFM:65051,Bréval,1.541822077356298,48.94347692036552,POINT (593192.4999992615 6872487.171032941),321.0,2025-04-14,1
IDFM:65063,Argenteuil,2.257913508915154,48.9468952901277,POINT (645645.5 6872136.499999998),18292.0,2025-04-14,1
IDFM:65110,Val d'Argenteuil,2.232694050053452,48.95065749524003,POINT (643802.4105999992 6872572.509000001),8007.0,2025-04-14,1
IDFM:65190,Achères Grand Cormier,2.0936529195192275,48.95541092942684,POINT (633625.5 6873208.999999999),62.0,2025-04-14,1
