general_name,nb_vald,lat,lon
76 route de Saint-Leu,153965.0,48.9522866725674,2.3377903211239293
Abbesses,3383655.0,48.882599001225785,2.386954420925252
Ablon,634140.0,48.72563703711524,2.419571359809524
Achères Grand Cormier,23165.0,48.955419006523954,2.093650730290918
Achères Ville,1123156.0,48.97048566543032,2.077626879849027
Aimé Césaire,1649620.0,48.9082716605258,2.3777849367132515
Alexandre Dumas,7746330.0,48.893129027517475,2.355172203092084
Allée Royale,32334.0,48.8148545151406,2.078493711441206
Alma Marceau,2378294.0,48.86488223170162,2.3005491210571782
Alésia,2331026.0,48.82817661094765,2.3271429300068087
Anatole France,12063060.0,48.86126431380906,2.330275017517955
Andrésy,234105.0,48.97535763271893,2.046730014352596
Angerville,24116.0,48.31160561950357,2.0037505377493314
Antony,6686118.0,48.754281712627254,2.3014786905550415
Anvers,2676600.0,48.882868568830325,2.344154840330291
Arcueil Cachan,727952.0,48.798643806713244,2.328094786807635
Argenteuil,11128880.0,48.946922075137,2.2578823091142155
Argentine,3842960.0,48.875708112547855,2.2890258302494133
Arpajon,243132.0,48.58599679949327,2.2412169696421245
Arts,4204280.0,48.91596941385379,2.529418872541686
Assemblée Nationale,1412785.0,48.86147263642164,2.3206616650565786
Athis-Mons,204468.0,48.71266832164554,2.4036687241987167
Auber,23706930.0,48.87251285945607,2.3297020730461533
Auberge,517892.0,48.74911116038067,2.414294950904275
Aulnay-sous-Bois,12539968.0,48.93209192082545,2.4957694143109066
Austerlitz,1146365.0,48.87818384886171,2.575542284267031
Auteuil,1215556.0,48.64662557248295,2.2208782720544207
Auvers-sur-Oise,23476.0,49.07034498253814,2.1749164466193154
Avenue Foch,348570.0,48.8698521404861,2.274777870743967
Avenue Henri Martin,494252.0,48.86547110114092,2.272233424676142
Avenue du Président Kennedy,164792.0,48.85353889139849,2.279665638874982
Avigny,37789.0,48.39973420933096,3.226380809149167
Avron,3946266.0,48.85071694209645,2.431652273216649
Aéroport d'Orly,5603860.0,48.72862050853636,2.365374032299776
Bagneaux,15656.0,48.60361428655338,2.9180106362190625
Bagneux,1620783.0,48.79332882151488,2.3220749509583865
Bailly,60964.0,48.836822454217334,2.0747945512488153
Balard,7351806.0,48.83627144517209,2.278242694739086
Ballancourt,68126.0,48.531015305094485,2.3700917174446565
Barbara,4116420.0,48.80977362917356,2.317513059741533
Barbès - Rochechouart,16737939.0,48.88368091197953,2.349825081108145
Bas,4986762.0,48.564866264721736,2.771407671862535
Bastille,30773390.0,48.85239590301798,2.369374000621483
Bel Air,20351394.0,48.791536881866534,2.2293540934396656
Belleville,17643493.0,48.87217078993462,2.3769473161082675
Bellevue,1752690.0,48.89589083856741,2.4513063578884466
Belloy,24142.0,48.90185902915712,2.132884038931804
Bercy,14102620.0,48.83644878208035,2.383713704234663
Bessancourt,128494.0,49.03527556639186,2.210300934912301
Beynes,34419.0,48.89960439348724,1.813561639030545
Bibliothèque,24042865.0,48.74677780242507,2.492164697547578
Bibliothèque François Mitterrand,16782560.0,48.829613167424206,2.3773378624469856
Billancourt,3263785.0,48.831946066869854,2.2380340350538743
Bir-Hakeim,8741784.0,48.85429821957629,2.2894626557866102
Bièvres,62202.0,48.7508724375158,2.216160339620977
Blanche,5686704.0,48.88356359703901,2.332680156962536
Boigneville,6536.0,48.34120863248327,2.378618440408667
Bois Briard,54663.0,48.67212829428705,2.48065592771168
Bois Cahué,13136.0,49.03291599064863,1.5629787829279809
Bois-Colombes,2501960.0,48.91419333706213,2.2716457094802993
Bois-le-Roi,210874.0,48.47579827317948,2.6915425676420517
Boissise-le-Roi,17762.0,48.52985734000723,2.571792914266495
Boissière,5740383.0,48.764496426452936,2.3219157274843796
Boissy-l'Aillerie,38367.0,49.07570844996079,2.0253657754898895
Bolivar,519136.0,48.880788932109226,2.3739851146160023
Bonne Nouvelle,4348184.0,48.87056240054895,2.348498722783223
Bonnières,85016.0,49.03882194564805,1.5820546885446158
Bordin,116012.0,48.94713703985557,2.164153125575179
Botzaris,1288518.0,48.879463326253095,2.3892499447966835
Botzaris - Buttes Chaumont,437888.0,48.87632574239406,2.380852572962091
Boucicaut,3157460.0,48.84096925197077,2.288137185877939
Bouffémont - Moisselles,141672.0,49.04507686338686,2.3229482529618757
Bougival,197040.0,48.85403494698579,2.1321625661240717
Boulainvilliers,591645.0,48.85697805713287,2.2748041438717475
Boulevard Victor,396668.0,48.83368707528649,2.2867108113611416
Boulogne,3271014.0,48.96288029525732,2.5930145457456684
Boulogne-Billancourt - Pont de St-Cloud,1362086.0,48.84062541906589,2.229382874542318
Bouray,236270.0,48.53290340280266,2.29007781366409
Bourg,17105800.0,48.63945457810352,2.9103831996137286
Bourg-la-Reine,5139050.0,48.78027054275945,2.312257135723546
Bourron-Marlotte - Grez,29806.0,48.33245103343327,2.6918764213837347
Bourse,2058558.0,48.86874213499783,2.3407246304437765
Boutigny,25742.0,48.43442542511452,2.3767454804354338
Breuil,68562.0,49.21658568716617,1.7234838440023834
Breuillet Village,82450.0,48.56433413402881,2.1703542573088352
Brochant,1418085.0,48.89080398756028,2.320297433687585
Brouets,1107608.0,48.98195423995123,1.6963869738247932
Brunoy,2581315.0,48.6992622665966,2.506560318470911
Bruyères-sur-Oise,25878.0,49.154966218104754,2.3253430961262174
Bry-sur-Marne,1399946.0,48.845184185998676,2.525598914675556
Bréguet-Sabin,1176646.0,48.856230932854785,2.3702646767835276
Brétigny,6119865.0,48.64586468556538,2.34666360795045
Bréval,36534.0,48.94348886903834,1.5418217423371985
Buno - Gironville,15592.0,48.37086748401693,2.386751667809506
Bures-sur-Yvette,403896.0,48.6962245884338,2.164407709534241
Buzenval,3642360.0,48.86804659942861,2.345744603041204
By,2596214.0,48.3964417839794,2.783441349755128
Bérault,1411904.0,48.84544892231649,2.429216428632542
Cadet,12857550.0,48.87598381087636,2.343679118569391
Cambronne,2723304.0,48.847655475483805,2.3019686111350577
Camp des Loges,44252.0,48.913960141405695,2.0816715298124233
Campo-Formio,566596.0,48.8355691824776,2.358605395669296
Cardinal Lemoine,1659904.0,48.84658837989424,2.3514690640037923
Carnot,21246015.0,48.866546214991885,2.34430905565628
Carrefour Pleyel,2956947.0,48.919743016432264,2.343558716515897
Censier - Daubenton,3026820.0,48.84045478633966,2.351686405540362
Centre,80842944.0,48.851570293361654,2.5247032061535823
Cergy Préfecture,2644570.0,49.03630668311582,2.079780949010297
Cergy le Haut,2918828.0,49.04823259587541,2.0115756484118688
Cernay,877008.0,48.98036301811525,2.0782696068156237
Cesson,464096.0,48.564865377683354,2.5946116489811644
Chamarande,57164.0,48.51398322532671,2.216142388792355
Champ de Course,251078.0,48.53445029300293,1.996076440084657
Champ de Mars Tour Eiffel,2293773.0,48.85646752146874,2.2896475590226864
Champagne-sur-Oise,42074.0,49.136089580273094,2.2429876678156377
Champagne-sur-Seine,57898.0,48.40726498943997,2.7989157547533368
Champigny,1979480.0,48.80684653460253,2.51051377627906
Champlan,8560.0,48.70800615064219,2.280774812238606
Champs-Elysées,2149802.0,48.628073756764785,2.4243289808235184
Changis,23249.0,48.623410105519106,2.6028318260090515
Chanteloup,486304.0,48.71265965974512,2.3102944698240173
Chapelle,3923754.0,48.817332839169204,2.338808857529767
Chaponval,6486.0,49.069127824089826,2.1410848298675518
Chardon Lagache,173759.0,48.84508829916515,2.2669054759402893
Charenton-Écoles,2908576.0,48.821392844800236,2.413804838374396
Charles Michels,9712520.0,48.85674479294774,2.27839342507743
Charonne,3410612.0,48.854617834864065,2.3854212891593245
Chars,30936.0,49.16300206691013,1.9369413489171807
Chartrettes,7076.0,48.48696357217023,2.6954624145354082
Chatou-Croissy,519644.0,48.88519684706624,2.155912338511092
Chaussée d'Antin,4993011.0,48.873518640901295,2.333329201483525
Chaville - Vélizy,934416.0,48.7996901576184,2.1834186536576152
Chelles - Gournay,2635972.0,48.874121737125634,2.5833806416969574
Chemin Vert,10657780.0,48.85998882318021,2.314773962298083
Chemin d'Antony,106398.0,48.74800797138235,2.3130794464201334
Chevaleret,3462408.0,48.834883276272485,2.367871084545132
Chevilly-Larue,2587239.0,48.75943390495899,2.3662339629975953
Choisy-le-Roi,4256824.0,48.76388665688698,2.4113146710306097
Château Landon,2528463.0,48.879981292608775,2.3626321821739107
Château Rouge,8168524.0,48.8874979248369,2.3495242212491325
Château d'Eau,42235998.0,48.70809880455228,2.400697368282063
Châtelet,396291641.0,48.827871912063586,2.375638327024636
Châtillon-Montrouge-Métro,6672636.0,48.810337252999446,2.3020296588199245
Cimetière Parisien d'Ivry,17617450.0,48.81273179526341,2.370371556918694
Cimetière de Saint-Denis,17143280.0,48.936258304105294,2.364784201534652
Cité,13795956.0,48.632776489261396,2.2706746853103588
Clamart,1244565.0,48.8140822521256,2.273559502284218
Clichy - Levallois,7414806.0,48.89750116706318,2.2974783406929062
Coignières,93136.0,48.743747989002514,1.9214184146288358
Collège La Rochefoucauld (Quai G),7166.0,48.94275271259362,3.136036533188987
Colombes,1380146.0,48.923958450304475,2.2593187577169678
Colonel Fabien,28966865.0,48.842696894671285,2.369953942926626
Commerce,3821310.0,48.833356586517034,2.368312944114231
Compans,5102.0,48.99132968754789,2.66495993551674
Concorde,35732020.0,48.851029789590264,2.396831768641222
Conflans Fin d'Oise,1898030.0,48.99131172330216,2.0761544468544244
Conflans-Sainte-Honorine,2312415.0,48.9969515612204,2.0985657265909223
Convention,9904168.0,48.894214349134444,2.320601158845778
Corbeil-Essonnes,2934351.0,48.61324688739212,2.4724433504741463
Corentin Cariou,1710498.0,48.89485576792456,2.3823393957240033
Corentin Celton,1690516.0,48.82682329514539,2.2789586605256362
Cormeilles,848350.0,48.90971328164787,2.1289670902510176
Corvisart,3399138.0,48.827672162425365,2.349900595478291
Coteaux,38487.0,48.690206487796004,2.2952714401603
Coteaux - Beauclair / Saussaie Beauclair - Domus,255874.0,48.881888100842005,2.469344362194072
Coulommiers,241215.0,48.808122381869794,3.0811660953924016
Courbevoie,715210.0,48.89861561371664,2.249189818071328
Courcelle,107090.0,48.70402382971358,2.100187451930789
Courcelles,4801944.0,48.905561455721916,2.5272951292361334
Couronnes,4053678.0,48.87655961807556,2.4118771068467186
Crimée,4720976.0,48.89084568854625,2.3770127303987816
Croix de Chavaux,2077882.0,48.857992585144345,2.435854612674582
Crouy-sur-Ourcq,26636.0,49.091889740891105,3.062669111060924
Crécy-la-Chapelle,712.0,48.8595680570203,2.9051718261747217
Créteil - L'Échat,1868768.0,48.796598618154846,2.4486720326011397
Créteil - Université,4721772.0,48.78994209982546,2.452366506574705
Créteil Pompadour,2576607.0,48.77116677955246,2.435241947878341
Créteil-Préfecture - Métro,1199054.0,48.77998001180339,2.4590034521328645
Dammartin - Juilly - Saint-Mard,165678.0,49.032311596554436,2.699259260305967
Danube,133791.0,48.881949214907024,2.3932284712274914
Daumesnil,9618720.0,48.80319405348614,2.3756597602027747
Denfert-Rochereau - Froidevaux,3767946.0,48.834411612658045,2.331168245552932
Deuil - Montmagny,442986.0,48.976017430640795,2.338457897146963
Domont,586472.0,49.0329656857893,2.3368365323507194
Dourdan,242565.0,48.5337678805703,2.0087414910773913
Dourdan la Forêt,6045.0,48.53535923944063,1.9961132239026222
Drancy,4701465.0,48.9327331786393,2.454822845234881
Dugny - La Courneuve,333447.0,48.94390620420362,2.4114912528140615
Dugommier,2951430.0,48.83888844870707,2.388781302251064
Dupleix,5411838.0,48.851030684407704,2.292649129987431
Duroc,5860204.0,48.84718242836433,2.316248947962412
Défense,3647979.0,48.81944990374799,2.26298934892109
EREA,2796214.0,48.98242637447854,3.1442282019393133
Ecole Militaire,1071159.0,48.79946357689206,2.0693577428679326
Edgar Quinet,2518205.0,48.83285989432891,2.3758362747144024
Eglise,12476464.0,48.706881241404,2.410081774226172
Eglise de Pantin,971353.0,48.89367829301948,2.4134683685747818
Emile Zola,8055773.0,48.81832924561394,2.3493693451458824
Epinay-sur-Orge,1553682.0,48.670339667093295,2.3341372294148055
Epluches,10170.0,49.052601693104,2.1158429960955685
Ermont - Eaubonne,7931976.0,48.98053386265619,2.271513560352453
Ermont Halte,132360.0,48.99074451463343,2.2631699273244728
Esbly,475096.0,48.902874804567844,2.8096128169787526
Esplanade,9012768.0,48.983082004823025,2.119533777604752
Essonnes Robinson,36358.0,48.60538450874848,2.462143364109665
Etang la Ville,85598.0,48.77420450545496,1.791294739379215
Etienne Marcel,3776154.0,48.83953001658251,2.2677936858463186
Etoile,25302300.0,48.7205435563446,2.220955667592495
Europe,19152000.0,48.81956109096729,2.2128949455085185
Exelmans,3108534.0,48.83240089358219,2.2500964662513048
Exploradôme,839052.0,48.793109015525346,2.392560199080178
Faidherbe,2116527.0,48.85643140163497,2.417602793898373
Falguière,842420.0,48.8429870134473,2.3152660807014835
Felix Faure,441230.0,48.914862859257134,2.2543928430989535
Ferme Neuve,503397.0,48.702483723850925,2.2870726656378815
Ferté Alais,25673.0,48.500687682441246,2.563056173655145
Fontaine,1358252.0,48.70974500490505,2.4488055500730064
Fontaine le Port,3852.0,48.487343740929155,2.750464465237896
Fontenay,4293652.0,48.97345807486069,2.0322943169912104
Fontenay-le-Fleury,274564.0,48.807219486563454,2.0407055042789235
Forêt,3869796.0,48.70406912139462,2.3027965668455193
Fourqueux - Bel Air,149402.0,48.89491677445186,2.070045320488206
Franconville - Le Plessis-Bouchard,1285164.0,48.99374640050224,2.234190783944526
Front Populaire,2521016.0,48.906573355286135,2.3656191877421966
Frépillon,174810.0,49.053011436637924,2.204174704438175
Funiculaire,927432.0,48.885800422739074,2.342522389164025
Gabriel Péri,60601600.0,48.83149530579421,2.3182375768558656
Gagny,1332948.0,48.8837264833563,2.525404622283843
Gaité,1403796.0,48.87837364717286,2.5381405736749683
Gallieni,41485248.0,48.834753567496946,2.36033814764216
Gambetta,79552800.0,48.85808463752102,2.3634313895796613
Garancière,56636.0,48.99102931355266,2.2262711060449445
Gare,5671806.0,48.64272080539493,2.1288155242654248
Gare d'Ecouen - Ézanville,196468.0,49.02314628776816,2.3623204008473286
Gare d'Emerainville Pontault-Combault,429320.0,48.806004985044304,2.6177394528384617
Gare d'Epinay Villetaneuse,3370156.0,48.958102309391556,2.329438247926284
Gare d'Eragny Neuville,59694.0,49.018124524143374,2.0910164196645047
Gare d'Evry Courcouronnes,1926990.0,48.62525616435184,2.428566349681455
Gare d'Issou Porcheville,21545.0,48.97930695385895,1.7838438505348337
Gare d'Issy,93248.0,48.81933735333137,2.257879462068236
Gare de Becon les Bruyères,777234.0,48.9055840406255,2.268589987393186
Gare de Bondy,1825329.0,48.89484205426047,2.47840084477831
Gare de Cergy Saint-Christophe,3684005.0,49.04984315187921,2.034355388067527
Gare de Champ de Courses d'Enghien,2467362.0,48.980287377620776,2.291986224645349
Gare de Champbenoist Poigny,66080.0,48.54510422077638,3.288311157066275
Gare de Chilly-Mazarin,213048.0,48.7001710778774,2.3080428550292833
Gare de Combs-la-Ville Quincy,3547216.0,48.66800787108074,2.548097164837008
Gare de Coudray Montceaux,6194.0,48.56618467481855,2.492418666841156
Gare de Couilly Saint-Germain Quincy,246.0,48.88265064401108,2.8540825820620346
Gare de Gagny,1722906.0,48.883454772149555,2.5266249834868275
Gare de Garches Marnes la Coquette,224443.0,48.83832052169646,2.1868906724110366
Gare de La Ferté-sous-Jouarre (Quai J),796455.0,48.950445245946845,3.1240962202546334
Gare de Lagny Thorigny (Rue R. Poincaré),2391318.0,48.88255209240691,2.709210116143435
Gare de Lyon,135611124.0,48.84420573511264,2.3736119393394297
Gare de Melun,18084468.0,48.52790017000763,2.655297378718132
Gare de Montigny Beauchamp,512402.0,49.00771781588781,2.196616019679197
Gare de Montry-Condé,14436.0,48.890205736587795,2.827200612476654
Gare de Moret Veneux les Sablons,108341.0,48.378401420335855,2.7995392674818835
Gare de Plaisir les Clayes,122043.0,48.83069026880468,1.9600576282081918
Gare de Ponthierry-Pringy,64876.0,48.53448985653145,2.5462424198242344
Gare de Santeuil le Perchay,3138.0,49.12343279105348,1.949376792427436
Gare de Sevres Ville d'Avray,298763.0,48.82718023321272,2.2006956963766084
Gare de Thiais-Orly,1607556.0,48.74647192973495,2.3719743047071122
Gare de Thieux Nantouillet,2169.0,49.00831289226357,2.680393158720982
Gare de Val d'Argenteuil,684330.0,48.95072593685539,2.232862207121234
Gare de Vanves - Malakoff,5047536.0,48.81880568653006,2.2935957706494556
Gare de Vernouillet-Verneuil (2B),228517.0,48.98083135486053,1.9823320550513022
Gare de l'Est,143781390.0,48.8761987513939,2.3581177414945884
Gare de l'Isle Adam Parmain,50878.0,49.11444104236073,2.209840528516747
Gare de la Garenne Colombes,495427.0,48.90943768115336,2.2399396464138155
Gare des Ardoines,692763.0,48.782558610333744,2.4081600235131746
Gare des Mureaux (B1),287939.0,48.99302850744016,1.9129302994754351
Gare du Nord,174466493.0,48.880644254349065,2.3568712583236167
Gare du Perray,164220.0,48.69325423099743,1.85676286671042
Gare du Raincy Villemomble,747015.0,48.88895301613973,2.512907243128211
Gargenville,80566.0,48.98300482206625,1.8091066821688375
Garges Sarcelles,1947111.0,48.976326400108675,2.3899629514257343
Garibaldi,6084080.0,48.83985446322481,2.3640054367392684
Gazeran,134256.0,48.62511291167075,1.7995648688438077
Gennevilliers,511756.0,48.9328241695328,2.307982253052791
Gentilly,1502001.0,48.81524761392988,2.3409331208851007
George V,5730176.0,48.87192662863299,2.3009794092396403
Germain,1500083.0,48.97030199998186,2.5744350404244756
Glaciere,2125628.0,48.82451348101711,2.346530247573762
Goncourt,3659395.0,48.869989777281546,2.3709064238420616
Goussainville,2091644.0,49.02353011054994,2.4626124312606743
Grand Bourg,76556.0,48.64530026963358,2.434354050912415
Grands Boulevards,10356808.0,48.87134319777414,2.3432638362295157
Gravelle - Reuilly,3193464.0,48.828326351279955,2.4050225160385237
Gretz-Armainvilliers,223920.0,48.746455104793,2.72709973851212
Grigny Centre,1131102.0,48.65484644806845,2.396786003573608
Grillons,383806.0,48.944628831823266,2.6034100857483105
Gros Noyer Saint-Prix,240288.0,48.99606912674302,2.2596915741874035
Groslay,198254.0,48.984359066992354,2.3535037852043414
Guillerval,1652.0,48.37426394332202,2.0597031046458887
Guy Moquet,2015996.0,48.698230609110375,2.4253974897110746
Guérard - La Celle-sur-Morin,7692.0,48.810776124181615,2.953784312046253
Haussmann Saint-Lazare,10916620.0,48.874998104504265,2.328671476800603
Havre-Caumartin,4860016.0,48.873610185417135,2.327587414085346
Herblay,1144131.0,48.99021746223622,2.162287283951487
Hoche,17927088.0,48.862130973059976,2.342747235609221
Houdan,176250.0,48.796045421915224,1.6021339139864694
Houilles - Carrières-sur-Seine,8819586.0,48.920361853852505,2.185180939161128
Héricy,16221.0,48.44273891838946,2.7605929373964226
Hôtel de Ville,311376955.0,48.78182834038879,2.3319467048254428
Ichy,2962892.0,48.2032669076984,2.5462432425854096
Iena,701701.0,48.865054467343136,2.2954145090573244
Igny,64968.0,48.74084886108801,2.230807643227757
Invalides,15556968.0,48.86186523583043,2.314035039385323
Issy,3096830.0,48.81933737868451,2.257883547602969
Ivry-sur-Seine,611322.0,48.81395913407228,2.391677279793279
Iéna,4486856.0,48.864725272782835,2.2942074659806657
Jacques Bonsergent,2377188.0,48.870860861473915,2.3609044635103964
Jasmin,3699122.0,48.80183921747447,2.273409522478255
Jaurès,24999300.0,48.89764432210177,2.317972273345598
Javel,8085344.0,48.84637813361712,2.2777784183535874
Joinville-Le-Pont,1062019.0,48.821265815201706,2.463873245818986
Jourdain,4536930.0,48.874602447195066,2.3892511343254843
Jouy-en-Josas,100988.0,48.76476006836402,2.16444783685881
Jules Joffrin,664678.0,48.892492268188356,2.3443200293804827
Jussieu,13933348.0,48.868426432340385,2.5312209262100436
Juvisy,24703248.0,48.68977625026147,2.3832149653128454
Juziers,50556.0,48.99224048724754,1.8449525723848175
Kleber,307287.0,48.871905814547205,2.2936040221781155
L'Escale,3750174.0,49.00203544575963,1.8942895988232338
L'Etang - Les Sablons,25256.0,48.87229783527951,2.0688880875089364
L'Haÿ-les-Roses,2160474.0,48.77522960546609,2.3542666472609817
L'Isles,13982.0,48.69956918128793,2.164830974876778
La Barre Ormesson,468744.0,48.96622400817837,2.316715923147518
La Celle-Saint-Cloud Gare SNCF,1391092.0,48.84299965697311,2.1384008599066684
La Chapelle,29933484.0,48.895144698667345,2.170203302899369
La Courneuve - Aubervilliers RER,20833022.0,48.92332904483122,2.38491661750734
La Croix de Berny,4459788.0,48.762144487006324,2.303568520682608
La Dhuys,2753586.0,48.890589472773655,2.5069030306689135
La Défense,96911946.0,48.892335429586076,2.2382942996178508
La Ferté-sous-Jouarre,264112.0,48.95078183000325,3.1247046069843294
La Fourche,9869872.0,48.82642907849497,2.327770199755447
La Frette - Montigny,226752.0,48.98011186430875,2.1803883628811316
La Grande-Paroisse,9772.0,48.378632352996014,2.8963829010961364
La Hacquinière,210153.0,48.695295895623495,2.1515653192121906
La Motte-Picquet - Grenelle,12109758.0,48.84930066578556,2.2987179103193287
La Muette,3488696.0,48.84496391303239,2.195299199966069
La Plaine - Stade de France RER,3005920.0,48.91871621862558,2.361810739854288
La Plaine Stade de France,9086748.0,48.91807183661254,2.3621142872566567
Lac,3404335.0,48.765397675296995,2.2971727595314313
Lagny - Thorigny,1730012.0,48.88219041796129,2.7059554888629287
Lamarck - Caulaincourt,3395885.0,48.8896194140864,2.339336886074901
